"Code tiers","Nom de l'association","Sigle de l'association","Descriptif","Adresse 1","Adresse 2","Code postal","Ville","Telephone","Mail","Site Internet","Code catégorie","Libellé catégorie","Code sous-catégorie","Libellé sous-catégorie","Site","Adresse du site","Horaires d'ouverture","Permanences","Public visé"
"00024542","Karting Club Villeurbannais","KCV","La pratique du Kart en compétition et loisir La pratique du sport automobile en rallye et sur circuit Organisation de manifestations, compétitions et salons","Locaux VAP","93 rue du 4 août 1789","69100","Villeurbanne","","jeanpierre.buttner@free.fr","www.kart-villeurbanne.fr","0000000032","Sport","00000317","Sports mécaniques","circuit de La Roche de Glun","Drôme (26)","voir site Internet du club","","A partir de 7 ans"
"00024545","Association Sportive Villeurbannaise d'Éveil Lyonnais omnisports - section lutte","ASVEL lutte","Développement et pratique de la lutte, détection des jeunes pour leur permettre d'accéder au plus haut niveau, pérenniser l'avenir de la section par la formation continue des cadres et des bénévoles.","245 cours Emile Zola","","69100","Villeurbanne","","16008@fflutte.org","asvellutte.club.sportsregions.fr","0000000032","Sport","00000315","Sports de combat","Locaux VAP","93 rue du 4 août","mardi, jeudi, vendredi 18-22h","Mardi de 18h à 20h","A partir de 4 ans."
"00024546","Racing Moto Side Car Club Villeurbannais","RMSCV","Pratique du motocyclisme.","Locaux VAP","93 rue du 4 aout","69100","Villeurbanne","04 78 85 24 14","e.marietta@hotmail.com","","0000000032","Sport","00000317","Sports mécaniques","","","","","A partir de 6 ans"
"00016010","G2L2 CORP","","Association pour la promotion de la culture geek dans la région urbaine de Lyon.","Chez Virginie CECCACCI","156 avenue Roger Salengro","69100","Villeurbanne","","contact@g2l2corp.com","www.g2l2corp.com","0000000005","Loisirs","00000013","Animations","","","","",""
"00016011","Scènambule","","Création, diffusion de spectacles, promotion du spectacle vivant, sensibilisation au théâtre dans tous les milieux.","c/o Mme Fourreau","73 rue Pasteur","69007","Lyon","","scenambule@gmail.com","www.scenambule.com","0000000002","Culture","00000008","Théâtre/lettres/philosophie","Maison Berty Albrecht","14 place Grandclément","Mardi de 19h00 à 22h00","","Tout public"
"00016012","Les 3D Diversité Dialogue Devenir","","Organisation d'une dynamique intergénérationelle participative citoyenne à travers des activités socio éducatives pour jeunes et adultes.","Maison de quartier des Brosses","41 rue Nicolas Garnier","69100","Villeurbanne","","associationles3d@gmail.com","","0000000001","Cadre de vie / vie de quartier","00000004","Vie de quartier","Au siège social","","","2ème lundi de 18h à 20h","familles et jeunes du quartier Cyprian les Brosses"
"00016013","Association Avenir Dysphasie Rhône","AAD Rhône","Informer, aider, accompagner les personnes souffrant de dysphasie, leur famille, les enseignants, les soignants.","Maison des sociétés","BP 30","69500","Bron","","contact@avenirdysphasierhone.fr","aadr.free.fr","0000000007","Solidarités","00000021","Personnes en situation de handicap","","","","","Personnes souffrant de troubles dysphasiques, leurs familles, les enseignants, les soignants"
"00016016","L'Art de la Scène","","Rassemblement des principales filières artistiques de l'INSA Lyon","20 Avenue Albert Einstein","INSA MDE BDE, Bât 608","69100","Villeurbanne","","art.scene.k@gmail.com","https://artscene-asso.fr","0000000004","Education / Formation","00000274","Amicales/associations élèves et anciens élèves","-","","","",""
"00016018","Crèche parentale Haya","","Mode de garde adapté à la petite enfance (de 2 mois à 3 ans) ; soutien à la famille.","293 rue Francis de Pressensé","","69100","Villeurbanne","04 78 68 29 85","cphaya@hotmail.fr","","0000000007","Solidarités","00000020","Familles","-","","","Lundi à jeudi de 7h45 à 18h et vendredi de 7h45 à 17h","Familles villeurbannaises"
"00016023","GnamaGnama Productions","","Production, création, réalisation et diffusion de projets audiovisuels ou artistiques en France et à l'étranger ; formation dans le domaine audiovisuel.","13 rue Léon Blum","","69100","Villeurbanne","","gnamagnamaproductions@yahoo.fr","www.gnamagnama.com","0000000002","Culture","00000009","Média/communication","","","","","Tout public ayant un projet dans l'audiovisuel ou nécessitant les besoins d'outils audiovisuels."
"00015685","Association d'entraide des femmes ivoiriennes du Centre Ouest à Lyon","AEFICOL","Solidarité, partage et entraide entre les membres et la communauté.","38 cours Emile Zola","","69100","Villeurbanne","04 78 24 77 85","berthinier.yohou@free.fr","","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","","Femmes ivoiriennes et leur famille"
"00015688","Les jardins du lyonnais et de la Xavière","","Créer, louer, mettre à disposition, développer, réhabiliter, défendre, gérer, promouvoir et animer des jardins familiaux et collectifs.","46 chemin Moulin Carron","","69130","Ecully","04 72 86 97 02","jardinslyonxaviere@gmail.com","jardinslyonxaviere.fr","0000000001","Cadre de vie / vie de quartier","00000001","Développement durable","6 jardins familiaux (quartiers Cusset et Saint Jean)","","","","Familles"
"00015690","Association Monod Solidaire","AMS","Accompagnement scolaire, alphabétisation des adultes, cours d'anglais et d'arabe enfants, organisation de repas solidaires, etc.","15 rue Joliot Curie","","69100","VILLEURBANNE","","ams.villeurbanne@voila.fr","","0000000001","Cadre de vie / vie de quartier","00000004","Vie de quartier","LCR Jacques Monod","42 rue Joliot Curie","Lundi, mardi, vendredi et samedi après midi  Mercredi de 13h à 17h Jeudi toute la journée","","Familles et enfants du quartier"
"00015692","France Alzheimer Rhône","FA69","Soutien aux familles de personnes malades d'Alzheimer et de maladies apparentées","6 place Carnot","","69002","Lyon","04 78 42 17 65","fa69.communication@orange.fr","www.francealzheimer.org","0000000007","Solidarités","00000017","Santé","Lieu de répit CCAS","77 bd Eugène Réguillon","","Le 4ème vendredi de chaque mois de 14h à 16h","Soutien aux familles de personnes malades d'alzheimer et de maladies apparentées"
"00015716","Tripot Hold'em Club","THC","Favoriser la pratique du poker amateur comme sport cérébral. Initiation au poker et en particulier à sa variante texas hold'em, organisation de tournois et d'événements.","10 rue Bonald","","69007","Lyon","","tripotholdemclub@yahoo.fr","","0000000005","Loisirs","00000014","Jeux/collections","Au siège social","","Mercredi, vendredi, samedi soir","","Tout public (mineur accompagné d'un parent)"
"00015727","Indiaction","","Organisation de la semaine indienne sur le campus de la Doua.","MDE INSA Lyon","20 avenue Albert Einstein","69621","Villeurbanne","","indiaction@yahoo.fr","","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","",""
"00015735","Solidarité Verneuil","","Mise en commun des compétences et des relations de ses membres dans le but d'informer et soutenir les malades atteints de la Maladie de Verneuil ou hidrosadénite suppurée.","Salle grain de ciel","CC Le samouraï","69100","Villeurbanne","","solidarite.verneuil@gmail.com","www.solidarite-verneuil.org","0000000007","Solidarités","00000017","Santé","Au siège social","","1er jeudi du mois de 19h à 21h","","Malades, familles et amis de malades"
"00015736","Caravana romilor - droits des Roms","","Promotion du droit des Roms, aide à l'intégration dans la société française par l'accès à la scolarisation, à l'emploi, à la formation et au logement.","Centre culturel oecuménique Jean-Pierre Lachaize","39 rue Georges Courteline","69100","Villeurbanne","06 37 55 95 66","romilor.caravana@hotmail.com","","0000000007","Solidarités","00000018","Défense des droits et intérêts","Au siège social","","","","Tout public"
"00015743","Talent factory","","Promouvoir l'art sous toutes ses formes : culture de l'image avec des images 3D, cinéma, théâtre, musique, peinture, littérature.","c/o Factory-Pôle pixel","26 rue Emile Decorps","69100","Villeurbanne","04 37 48 00 21","asso.talent.factory@gmail.com","www.centre-factory.com","0000000002","Culture","00000009","Média/communication","Au siège social","","","Lundi à vendredi de 8h à 19h","Tout public"
"00015758","Heritage Soul","","Développer des actions qui favorisent l'échange et le dialogue dans un champ d'activités artistiques et culturelles.","77 rue Jean-Claude Vivant","","69100","Villeurbanne","","heritagesoul@gmail.com","www.heritagesoul.com","0000000002","Culture","00000007","Musique/chant","Théâtre du Gai Savoir","94 rue des Charmettes 69006 Lyon","Chant choral jeudi de 19h30 à 21h","","Tout public"
"00015765","Les Amis des Paysans Sans Terre du Brésil - Rhône","APSTB","Soutenir et diffuser l'information sur la lutte des paysans sans terre du Brésil en écho avec les problématiques de l'agriculture paysanne en France.","Centre culturel œcuménique Jean-Pierre Lachaize","39 rue Georges Courteline","69100","Villeurbanne","04 78 60 58 24","amismstlyon@gmail.com","","0000000006","Relations internationales","00000015","Solidarités/actions humanitaires","","","","","Tout public"
"00015769","Lyon danse show","LDS","Promouvoir la pratique de la danse sous toutes ses formes : salsa, flamenco, danses de salon, par la participation et/ou l'organisation de manifestations sportives et/ou culturelles : spectacles, compétitions.","3 rue Mozart","","69100","Villeurbanne","04 26 37 56 45","lyon.danse.show@free.fr","lyon.danse.show.free.fr","0000000010","Danse","00000033","Danse diverse","Ecole Perga","24 rue Léon Blum","Lundi à samedi de 18h30 à 21h30","","Tout public"
"00015781","Ankalithais","AKLT","Promotion du gospel sur la région.","Centre culturel œcuménique Jean-Pierre Lachaize","39 rue Georges Courteline","69100","Villeurbanne","","ando.ratovelo@gmail.com","www.myspace.com/gospelcolors","0000000002","Culture","00000007","Musique/chant","Au siège social","","Jeudi de 19h à 21h","","Tout public"
"00025479","Urbanitaire","","Développer la culture Hip-Hop par la transmission : cours, stages et ateliers chorégraphiques, création d'événements culturels et artistiques, organisation d'actions solidaires en faveur des enfants issus de milieux défavorisés à l'échelle internationale.","Centre culturel et de la vie associative","234 cours Emile Zola","69100","Villeurbanne","06 63 63 01 18","urbanitaire@live.fr","www.facebook.com/hakimambala","0000000010","Danse","00000030","Danses urbaines","Centre Culturel Oecuménique Jean-Pierre Lachaize","39 Rue Georges Courteline","Samedi de 13h à 15h","","Tout public"
"00025480","Lyon international","","Echange et partage des cultures. Favoriser l'accueil des étrangers de toutes nationalités séjournant dans la région lyonnaise.","7 rue Major Martin","","69001","Lyon","04 78 30 59 37","contact@lyon-international.org","www.lyon-international.org","0000000006","Relations internationales","00000275","Cultures","Au siège social","","","Lundi, jeudi et vendredi de 10h30 à 18h Mardi de 14h30 à 17h","Tout public"
"00016033","Crèche l'arc en Gratte-Ciel","AGC","Accueillir des enfants de 4 mois à 6 ans dans le cadre des dispositions légales et réglementaires ; favoriser le développement de l'enfant, son épanouissement, son éveil. Accueil régulier et occasionnel.","42 rue Anatole France","","69100","Villeurbanne","04 37 57 69 25","creche.arcengratteciel@gmail.com","","0000000007","Solidarités","00000020","Familles","Au siège social","","Lundi à vendredi de 7h45 à 18h15","","Enfants de 4 mois à 6 ans"
"00016035","Croqu'nuage","","Etablissement d'accueil de jeunes enfants à gestion associative parentale.","15 cours André Philip","","69100","Villeurbanne","09 80 85 77 92","contact@croqu-nuage.fr","croque-nuage.blogspot.fr","0000000007","Solidarités","00000020","Familles","Au siège social","","Lundi à vendredi de 7h45 à 18h30","",""
"00016046","Association libano-française des étudiants à Lyon","ALFEL","Développer les contacts entre les étudiants français et libanais afin de renforcer les relations d'amitié et de promouvoir l'échange culturel afin de faciliter l'intégration des étudiants libanais.","75 rue Paul Verlaine","","69100","Villeurbanne","","alfelinfo@gmail.com","","0000000004","Education / Formation","00000274","Amicales/associations élèves et anciens élèves","-","","","",""
"00025495","Curieux d'art","","Promouvoir les activités culturelles et artistiques, ateliers créatifs pour enfants. Soutenir les personnes qui entreprennent dans le domaine culturel.","Chez Emilie WIBAUX","22 rue Geoffray","69100","Villeurbanne","","curieuxdart@sfr.fr","","0000000002","Culture","00000006","Arts plastiques","Le Culbuto","15 rue Louis Adam","Mercredi de 14h30 à 15h30 Samedi de 10h à 11h30 Lundi à vendredi de 15h à 16h30 pendant les vacances scolaires","","Enfants de 2 à 12 ans"
"00016050","Moto Club des Zygomotards","","Organisation et/ou participation à toutes manifestations liées à la moto ; balades, découvertes.","Centre Culturel et de la Vie Associative","234 cours Emile Zola","69100","Villeurbanne","06 51 84 28 32","leszygomotards@gmail.com","www.leszygomotards.fr","0000000032","Sport","00000317","Sports mécaniques","","","","","Motards"
"00024547","Amitié Nature Villeurbanne - omnisports","ANV","La licence omnisport permet à chacun de pratiquer l'ensemble des activités proposées par le club association omnisports : yoga, volley-ball, piscine.","Locaux vap","93 rue du 4 août","69100","Villeurbanne","09 77 83 29 67","mhpjb@orange.fr","www.amitie-nature-villeurbanne.fr","0000000032","Sport","00000309","Omnisport - multi sports","","","","","Adultes"
"00024549","Association sportive villeurbannaise d'éveil lyonnais rugby","Asvel XV","Pratique du rugby à XV","116 rue Château Gaillard","","69100","Villeurbanne","04 78 85 90 43","asvelrugby69@gmail.com","www.asvel-rugby.fr","0000000032","Sport","00000312","Rugby","complexe sportif Boiron Granger (Stade) + Stade Georges-Lyvet","51 rue Pierre Baratin + 35 avenue Marcel Cerdan - Villeurbanne","se renseigner auprès de l'association","Au siège du lundi au vendredi 8h-12h et lundi soir à 19h à 20h30","à partir de 5 ans"
